tweetid,user,content,date,lang,value
7.67155E+17,221930699,"@JArmandoCS ¿Vos también estabas? Ay que triste nombres sí, yo estaba durmiendo, para ir a clase hoy a las 7:30am ¡¡Te extraño bebé!!",Sun Aug 21 00:21:01 +0000 2016,es,N
7.67156E+17,221930699,@JArmandoCS solo me quedan 3 sábados más así jiji. ¿Qué días estás yendo a la U que no te he visto?,Sun Aug 21 00:27:52 +0000 2016,es,NEU
7.61475E+17,3301765338,Que feo eso de decepcionarse,Fri Aug 05 08:11:52 +0000 2016,es,N
7.6242E+17,4282950194,Delicioso @ San Rafael Ezcazu,Sun Aug 07 22:47:31 +0000 2016,es,P
7.61939E+17,105199059,"@KhaMoreno hahahaha no lo había visto! Pero ojo, me desperté a las 8 y estoy tratando de dormir no puede ser q ste despierto aún",Sat Aug 06 14:56:26 +0000 2016,es,NEU
7.61196E+17,69747215,"@AnaVM llego tarde, soy huge fan la empecé en el 2000, crecí con ella sube y cae tiene de todo como toda serie, temporadas favoritas...",Thu Aug 04 13:43:53 +0000 2016,es,P
7.62076E+17,161567591,"@MicroCoAnSh seamos sinceros: Mi rostro inocente y un: Amigo, no me podés abrir? Es que perdí las llaves y mi roommate no contesta Abre",Sun Aug 07 00:01:22 +0000 2016,es,NONE
7.60727E+17,392538579,"@CotoLau @AndreCorts yo también tuve los libros de AMP y no me convecieron :/, yo pasé los exámenes pero gracias a los exámenes viejos",Wed Aug 03 06:40:00 +0000 2016,es,NEU
7.60716E+17,275273434,@itsdylanjos yo solo las cucas,Wed Aug 03 05:55:50 +0000 2016,es,NONE
7.62534E+17,157193863,"@Starbucks_cr Hola, quería agradecer al personal del Starbucks de La Sabana por guardar mi cartera olvidada Son los mejores, saludos",Mon Aug 08 06:21:56 +0000 2016,es,P
7.61373E+17,69747215,"@Danileivacr buenísimo!! Yo mañana voy a clase de 6 de la tarde que es yoga Dance, es como yoga pero aeróbico",Fri Aug 05 01:25:44 +0000 2016,es,P
7.77292E+17,1708963986,"Ya no estoy para andarle sacando conversación a alguien, si la vara fluye bueno, y sino va pa' la mierda.",Sat Sep 17 23:41:59 +0000 2016,es,N
7.77638E+17,537526167,Me cago en la puta,Sun Sep 18 22:38:18 +0000 2016,es,N
7.79066E+17,420745704,El post que compartió @LuisLauretto no voy a poder estar tranquila hasta que anuncie quién viene. Y ya estoy pobre #GnR #Metallica,Thu Sep 22 21:14:27 +0000 2016,es,N
7.79086E+17,1210658521,@malarodriguez saludos desde Costa Rica mala...ya q siempre te escribo y nunca me respondes Igual nunca me canso de escucharte.. Besos,Thu Sep 22 22:31:19 +0000 2016,es,NEU
7.78796E+17,131203727,@SanzZeriTica El Chavo no estaba triste,Thu Sep 22 03:19:12 +0000 2016,es,P
7.79475E+17,409492225,@Varce_c que triste es la realidad,Sat Sep 24 00:18:53 +0000 2016,es,N
7.79506E+17,713600676,"@Calikhaug @PilarAcuna Muy bueno Chiquilla: No hay que tirar piedras al techo del vecino si el tuyo es de cristal. Feliz Noche, Pili.",Sat Sep 24 02:20:17 +0000 2016,es,P
7.78686E+17,7.61016E+17,Nada más bonito que ir en bus lleno y que alguien comience a toser como si se le fuera a salir un pulmón,Wed Sep 21 20:03:14 +0000 2016,es,N
7.77261E+17,37989014,@atrejoscr se ve fea en general,Sat Sep 17 21:39:23 +0000 2016,es,N
7.78387E+17,50489263,"@GaboJimenex jajaja. Yo me pegué el susto de la vida, y luego la espera por meterlo al taller de iCon. Pero ya está vivo.",Wed Sep 21 00:14:59 +0000 2016,es,NEU
7.78399E+17,69747215,"@dimar1712 tan linda Diana, muchas gracias vamos a ver cómo me acomodo ahora con trabajo nuevo, cuesta un montón yo te apoyo desde acá!",Wed Sep 21 01:04:19 +0000 2016,es,NEU
7.78399E+17,108429729,"@GrupoPandora y son 30...30 años de acompañarnos,30 es mi edad y he crecido de la mano con ustedes MIL GRACIAS, atte: Ale",Wed Sep 21 01:03:07 +0000 2016,es,P
7.79323E+17,14628107,@AleeSeke ooops cierto. Me mata @raqueabr02,Fri Sep 23 14:13:43 +0000 2016,es,N
7.79181E+17,185029933,Nota Personal: No ver videos de noche sobre youtubers comiendo no ver videos de noche sobre youtubers comiendo no ver videos de noche,Fri Sep 23 04:51:17 +0000 2016,es,N
7.79173E+17,179764543,"Cosas q debemos usar para simplificar nuestra vida: el cerebro, sentido común, una sonrisa y eliminar a quién no nos interesa. Simple",Fri Sep 23 04:18:56 +0000 2016,es,P
7.79167E+17,66905516,"UNAM, mil gracias por todo, te prometo en los siguientes 3 años titularme, aunque me haya costado 13 llegar hasta donde estoy hoy",Fri Sep 23 03:55:33 +0000 2016,es,P
7.83373E+17,108429729,"rajado, cuando pasan 16 años te das cuenta que unas cosas cambian si..otras se mantienen para dar tranquilidad en los dias libres",Tue Oct 04 18:27:23 +0000 2016,es,NEU
7.83221E+17,108429729,"@Starbucks_CT Hola , queria preguntarte si el nuevo cafe Chiapas, es el mismo shade grown porque voy a hacer degustacion pronto ...",Tue Oct 04 08:24:25 +0000 2016,es,NONE
7.84013E+17,138940047,"@jkriptos @lmongeb Jajajajajajaja! No, soy la que consume no la que las produce. Saludos Jason que disfrute ese súper viaje.",Thu Oct 06 12:51:26 +0000 2016,es,P
7.83174E+17,415261324,"Mi mamá adoptó una gata que dejaron botada al frente de la casa, si alguien necesita gatos me escriben, tengo 4",Tue Oct 04 05:16:34 +0000 2016,es,NONE
7.84857E+17,109712748,"@rafa514x será que un ""entreno"" es un entrenamiento ""artesanal""? Digo, como ahora todo es ""artesanal""...",Sat Oct 08 20:42:45 +0000 2016,es,N
7.84796E+17,104178963,@ushcala Esa es otra buena idea. Aunque la dinámica de él a sus 9 y la mía esa misma edad es muy distinta.,Sat Oct 08 16:42:05 +0000 2016,es,P
7.84255E+17,463200546,"La vara es que ya tengo como 3 quiz, una eición, dos exámenes, un ensayo, y lo peor es que mis vacaciones ya casi acaban",Fri Oct 07 04:50:24 +0000 2016,es,N
7.8514E+17,3395133927,"@xylefTheBarber de comics y de humor negro no y estaré tiempo fuera de youtube, si logro volver es con una idea diferente y cool",Sun Oct 09 15:30:07 +0000 2016,es,NEU
7.85015E+17,3395133927,@D4rkusPl4y ah era hoy? mañana durante el día puede llamarme y con mucho gusto a plena luz del día no en lo oscurito en barrios mierda,Sun Oct 09 07:12:16 +0000 2016,es,N
7.80614E+17,7.36719E+17,@andreareyes6767 hola odiosa me hace falta,Tue Sep 27 03:43:24 +0000 2016,es,N
7.79848E+17,2964682618,Ocupo que den un secret passcode para que las beliebers compren las entradas antes y después las que sobran las ponen a la venta normal,Sun Sep 25 00:58:36 +0000 2016,es,NONE
7.79563E+17,7.36719E+17,Me siento triste y solo,Sat Sep 24 06:07:27 +0000 2016,es,N
7.81274E+17,763016797,"Si por aca hay algún chico o una chica mayor de 18 que busca empleo para temporada navideña en tienda, que me ponga un Dm",Wed Sep 28 23:26:48 +0000 2016,es,NONE
7.81302E+17,50489263,"@sancarlena77 JAJAJA. Por cierto, hasta ahorita me percato del username. Y yo preguntando dónde vive. Soy un imbécil. Perdón.",Thu Sep 29 01:16:59 +0000 2016,es,N
7.79569E+17,3301765338,"Fijo a esa mae algún famoso le dijo algo, entonces por eso se cree la mas rica y solicitada del puerto, es mi opinión",Sat Sep 24 06:33:29 +0000 2016,es,NEU
7.80896E+17,214714529,No salí el fin de semana porque hoy tenía examen y salgo del examen y nadie quiere ir por una torta chilena,Tue Sep 27 22:23:50 +0000 2016,es,N
7.79921E+17,256561076,@diegodelagos Ayer la gente de mi FB se portó mejor que la de mi TL de TW en relación con el tema de los himnos...,Sun Sep 25 05:50:39 +0000 2016,es,NEU
7.80481E+17,948558000,Bienvenida a los juegos mentales,Mon Sep 26 18:55:55 +0000 2016,es,P
7.79685E+17,590647530,Quiero cambiar de posición el cuarto pero soy tan indecisa que si después no me gusta me voy a sentir mal por una semana,Sat Sep 24 14:14:29 +0000 2016,es,N
7.79696E+17,118937268,@WancitoCubero horrible muy buena pero devastadora,Sat Sep 24 14:55:00 +0000 2016,es,NEU
7.79694E+17,118937268,"No son ni las 9am y aquí estoy a moco tendido, llorando con una pelicula con Cameron Díaz que se le muere la hija",Sat Sep 24 14:48:07 +0000 2016,es,N
7.80014E+17,116547951,"Todos queríamos ver las 2 ticas juntas en la final pero así es esto , ahora le toca a lei q avanza a la final #VISSLAISAworldjuniors",Sun Sep 25 12:00:42 +0000 2016,es,N
7.77721E+17,161567591,@tatisalvaradop Mañana si me duermo en la oficina le cuento para que se sienta culpable *busca el cofal y las pantuflas* Bonita noche,Mon Sep 19 04:09:48 +0000 2016,es,NEU
7.77705E+17,48476103,"Misión cumplida del fin de semana, fastidiar a Mario, en broma verdad, hola feo",Mon Sep 19 03:04:51 +0000 2016,es,NONE
7.77676E+17,2774677761,@luisdbatallar esa tabla es muy reveladora,Mon Sep 19 01:10:27 +0000 2016,es,NONE
7.83043E+17,2869395974,Que cargados de odio están tengan se escuchen música abracen salgan de vez en cuando con los suyos y vera como se le quita,Mon Oct 03 20:36:19 +0000 2016,es,N
7.82363E+17,90819048,@FilarmonicaCR ¡Gracias! P.D. Sigan adelante con sus maravillosos trabajos. Quizá algún día un tributo a Soda Stereo jeje,Sat Oct 01 23:34:35 +0000 2016,es,P
7.82096E+17,90819048,"En ""X"" gimnasio me iban a cobrar como 330mil colones en un año. No me matriculé y estoy haciendo las matemáticas para el siguiente viaje",Sat Oct 01 05:55:05 +0000 2016,es,NONE
7.81528E+17,66905516,"@BurodeCreditoMX por curiosidad intenté en 5 bancos distintos y en todos declinado, pero mi reporte está en verde y mi score también",Thu Sep 29 16:17:28 +0000 2016,es,NONE
7.82939E+17,161567591,"Mi consejo de hoy es: Si quieres que esa persona tan especial para ti nunca te olvide, pídele dinero prestado y nunca se lo pagues",Mon Oct 03 13:44:56 +0000 2016,es,NEU
7.82804E+17,7.36719E+17,"Soy la peor basura del mundo porque, justo hoy Andrea tenía que verme con otra mujer, que mal me sentí.",Mon Oct 03 04:44:50 +0000 2016,es,N
7.8258E+17,19854898,Me acosté súper tarde ayer (para mis horarios normales) y ahora no puedo seguir durmiendo porque no aguanto el calor de estas horas,Sun Oct 02 13:55:14 +0000 2016,es,N
7.77267E+17,919987058,"@titabobra Si llegamos , únicamente pedimos un poquito más de tiempo de lo normal y los tel: 2225-3080 / 8827-1559 .",Sat Sep 17 22:05:04 +0000 2016,es,NONE
7.81367E+17,415261324,"Lo mejor que puedo hacer hoy es dormir porque estoy a punto de llorar, no fue mi día en serio.",Thu Sep 29 05:37:50 +0000 2016,es,N
7.75421E+17,78735781,@uiGitsu siempre se aprende algo nuevo,Mon Sep 12 19:50:06 +0000 2016,es,P
7.75418E+17,101928367,¿Será normal este odio-amor con mi hermana? Ni siquiera me respeta Me mandó a lavarme el culo al río lagarto.,Mon Sep 12 19:38:12 +0000 2016,es,N
7.75332E+17,763016797,"Por la mañana hazme saber de tu gran amor, porque en ti he puesto mi confianza. Salmos 143:8 Buen día a todos",Mon Sep 12 13:55:16 +0000 2016,es,P
7.75389E+17,228287652,Bonito cuando pasan a fumigar,Mon Sep 12 17:42:00 +0000 2016,es,N
7.76434E+17,299901787,Ya está listo el puente peatonal por mi casa...ya no tendré que dejar de jugarme la vida cuando voy al auto o al cajero,Thu Sep 15 14:54:45 +0000 2016,es,P
7.76159E+17,1055839520,@FranzUgarte @UnAutenticoCule asi tiene que ser .. yo m alegro solo si el barca pierde en algo qe influya a madrid cmo la liga ayer tuani,Wed Sep 14 20:40:23 +0000 2016,es,P
7.76808E+17,1740507876,Que rico que es dormir,Fri Sep 16 15:39:49 +0000 2016,es,P
7.76197E+17,358137563,"@H_E_Y ya ahí si no sabría decirte generalmente siempre hace sol temprano, se llega a poner nublado es como luego de las 3pm.",Wed Sep 14 23:13:08 +0000 2016,es,NEU
7.75585E+17,590647530,Yo le escribo a la gente a la hora que sea porque mi ansiedad no me permite esperar a una hora prudente,Tue Sep 13 06:39:13 +0000 2016,es,N
7.75223E+17,90819048,@eliana_gab Lunes: Muerta estudiando Fisiología Animal (como ahorita) Puedo sábado o domingo ¿Pa' qué le soy buena?,Mon Sep 12 06:43:54 +0000 2016,es,N
7.76589E+17,7.61016E+17,"Mis tenis fueron las primeras en ser compradas y no han llegado todo el mundo con tenis nuevas y yo aquí, zad.",Fri Sep 16 01:11:02 +0000 2016,es,N
7.76615E+17,101928367,"@Frimiralles que delicia, si estuviera más cerca fijo le llego con el tupper. Pero 200 km me separan de su pozol",Fri Sep 16 02:52:08 +0000 2016,es,P
7.78376E+17,108429729,"@ang_qs_flp mi corazón despertó! mis pasos siguen lo que dicta tu voz, mi sueño siempre va ligado a tu amor",Tue Sep 20 23:32:53 +0000 2016,es,P
7.78291E+17,559938616,"Esta ceniza me tiene mala ya. Ando con alegría y me arden los ojos, no puedo usar lentes de contacto.",Tue Sep 20 17:54:05 +0000 2016,es,N
7.86728E+17,1315605374,"Mañana tengo examen de química e inglés, y aquí estoy acostada, con el celular, conciente de que no se ni que temas me entran",Fri Oct 14 00:40:43 +0000 2016,es,N
7.88748E+17,37989014,"@me_mata la historia de tantas en todos los países Latinoamericanos Una mierda nuestra seguridad y ese maldito concepto de ""macho""",Wed Oct 19 14:26:12 +0000 2016,es,N
7.88735E+17,1276685917,Buenos días @luisguillermosr. Hace una hora y media salí de Cartago y apenas estoy en Zapote. La gasolina está cara y con presas no rinde,Wed Oct 19 13:34:20 +0000 2016,es,N
7.88165E+17,133805341,@DCBlancoQ o ya lo está hola,Mon Oct 17 23:48:00 +0000 2016,es,NONE
7.87739E+17,935563765,"Entre lo positivo, está el hecho de que no tendré esas responsabilidades extra que adquiría sí yo quedaba electo. Pero mae yo quería",Sun Oct 16 19:35:46 +0000 2016,es,NEU
7.87499E+17,137067751,"Aunque el día no empezó de la mejor manera, queda en uno decidir que tipo de día se quiere vivir.",Sun Oct 16 03:43:41 +0000 2016,es,NEU
7.8895E+17,2774677761,"Independientemente del resultado, me queda claro que Tigres va a en la próxima fase de la CLC",Thu Oct 20 03:49:37 +0000 2016,es,NONE
7.88962E+17,97552663,Pues que estoy hablando y en eso me sale el lado ñoño que esta dentro de mi todo mal yo hablando de trastornos de personalidad!,Thu Oct 20 04:38:03 +0000 2016,es,N
