tweetid,user,content,date,lang,value
7.68508E+17,369649173,"He puesto la radio solo pa escucharle jajajajajajaja ai, que ganas de verle ya ostia",Wed Aug 24 18:01:17 +0000 2016,es,P
7.68532E+17,186170312,@Slow_Dancer_ TOTALMENTE  Pobre Gappy... que inocente es  no sabe con quien se ha encontrado.,Wed Aug 24 19:34:50 +0000 2016,es,N
7.68532E+17,601092357,"@Tidxs_ 2. Hace mucho tiempo hablabamos por skype por un amigo en común y estaba guay, además de que eres muy mona!",Wed Aug 24 19:33:06 +0000 2016,es,P
7.68534E+17,2695202285,@Angela_M_A_ hombre me dices que se oía mal  yo soy defensora de Amaiah a morir JAJAJ,Wed Aug 24 19:42:43 +0000 2016,es,NEU
7.68534E+17,2847086115,"Quiero que vuelva el invierno  y ponerme pantalones largos y chaquetas y sudaderas y abrigos, puto verano.",Wed Aug 24 19:42:37 +0000 2016,es,N
7.68534E+17,449866225,Pensar en irse pronto a la cama y ver que dan 2 capítulos de #minorityreport la mejor manera de alegrarse la noche,Wed Aug 24 19:41:22 +0000 2016,es,P
7.68537E+17,635624391,"@DaniRS95 somos el PACMA, a todos caemos bien pero nadie nos quiere. Lloremos juntos",Wed Aug 24 19:53:57 +0000 2016,es,N
7.68536E+17,361760456,Cuando sufres porque no encuentras emulador para jugar al pokemon rubí en iOS 9.3.4,Wed Aug 24 19:50:35 +0000 2016,es,N
7.68536E+17,2393387477,@Lentejitas @Manuj_Hidalgo @lupesb77 convenciendo a mi hija mayor para verlo,Wed Aug 24 19:50:16 +0000 2016,es,NONE
7.68514E+17,241257094,@ideiazabaldu no queda ni un país árabe laico... Hasta con Argelia y Tunez están acabando,Wed Aug 24 18:22:12 +0000 2016,es,N
7.68595E+17,620125413,"@_tontonina porque somos de Móstoles, salir de nuestro ambiente es difícil",Wed Aug 24 23:45:25 +0000 2016,es,N
7.68595E+17,2951850321,ola wapa k tal stas?? spero k no seas una sorra kmo las otras xikas - machirulo QUÉ COJONES JAJSAKJKJSADJJSJASJAJAJA,Wed Aug 24 23:43:33 +0000 2016,es,N
7.68594E+17,38192758,@sweetbiix pues ahí lo tienes. Si tú no huyes entonces eres una luchadora y no una cobarde no?,Wed Aug 24 23:41:45 +0000 2016,es,P
7.68597E+17,76593802,Es conveniente tener un Gobierno democrático que cumpla su función politica. NO lo es tener un Gobierno que representa la #corrupciónPP,Wed Aug 24 23:51:15 +0000 2016,es,N
7.68596E+17,347494552,@ann_lloret99 @luv_m0ney_party los salidos son los q suben cosas a esa página no yo,Wed Aug 24 23:50:58 +0000 2016,es,N
7.68596E+17,2951921242,"otra noche hasta las 4 de la mañana despierta, aburrida y sin sueño, lo veo venir...",Wed Aug 24 23:50:38 +0000 2016,es,N
7.68569E+17,435301858,@CrususMusus_ me lo apunto en la lista de cosas posibles de hacer,Wed Aug 24 22:01:38 +0000 2016,es,NONE
7.68568E+17,572913138,"@ShawnUpdatesSA esta no es, le tienes que dar a US Store, solo se vende en US y Canadá  por ahora claro.",Wed Aug 24 21:58:35 +0000 2016,es,N
7.68568E+17,488508886,Es triste que casi todas mis series acabadas hayan sido porque las han cancelado,Wed Aug 24 21:58:19 +0000 2016,es,N
7.68568E+17,3293916292,@adri_buzo @FulgenLison Nop. Pero ahora me queda más claro el asunto  Gracias !,Wed Aug 24 21:57:59 +0000 2016,es,P
7.68592E+17,266309908,Sólo quería hablar con gente en verda,Wed Aug 24 23:34:55 +0000 2016,es,NEU
7.68592E+17,2583671928,como entraba una conversación de estas largas de hablar toda la noche con alguien,Wed Aug 24 23:33:59 +0000 2016,es,NONE
7.68571E+17,424708633,@Kosto_Trading @juanrallo O ponerte un casco de moto que te cubra por entero,Wed Aug 24 22:08:39 +0000 2016,es,NONE
7.68572E+17,76019110,"@yolanday_y @el_pais Tras 72.000 años de viaje, conformate con que haya moléculas de Potasio y estén buenas",Wed Aug 24 22:14:33 +0000 2016,es,P
7.68572E+17,110294749,@mafolu2 no creas. Pero me gusta tener a la gente engañada  @GranCTimes,Wed Aug 24 22:13:38 +0000 2016,es,P
7.68571E+17,3234273083,Tú que he ido a cenar a mar de cristal y me he inflado y me duele la barriga,Wed Aug 24 22:11:30 +0000 2016,es,N
7.68597E+17,358169553,"Mira que soy pesimista a maza, pero odio que la gente sea TAAAAN pesimista",Wed Aug 24 23:54:13 +0000 2016,es,N
7.68489E+17,3053268152,"@vanderhast Jajajaja en cuanto salga de mi bucle infinito con la casa, me imprimo los mapas a dos y lo estreno!!",Wed Aug 24 16:45:29 +0000 2016,es,P
7.68463E+17,615002402,"@VioletaTrujillo yo me resigno con alguna gente, si se creen a este personaje es porque no están dispuestos a escuchar",Wed Aug 24 15:01:46 +0000 2016,es,N
7.68488E+17,207619357,"@Baronachor El concepto es de lo más bonico, pero de eso a serlo hay un trecho",Wed Aug 24 16:39:39 +0000 2016,es,NEU
7.68488E+17,309837092,Tener las piernas llenas de picaduras de mosquitos que parecen heridas NO ME HACE GRACIA.,Wed Aug 24 16:39:08 +0000 2016,es,N
7.68487E+17,991681351,@liamverse se llama saber cual es la mejor forma de crear estructuras que aguanten ese peso,Wed Aug 24 16:36:17 +0000 2016,es,NONE
7.68502E+17,14641944,"@Mercadolibre Enhorabuena por los geniales resultados económicos de récord del trimestre pasado, hacéis un gran trabajo",Wed Aug 24 17:33:33 +0000 2016,es,P
7.68499E+17,153816503,Hay una exposición de cuadros y uno de ellos está estropeandose por el agua del aire acondicionado que le cae encima,Wed Aug 24 17:22:47 +0000 2016,es,N
7.68499E+17,407262422,"@CrimsonGhost__ Tio entonces piensas que mosca es un insulto, yo creo que eso es un poco irrespetuoso a las pobres",Wed Aug 24 17:22:01 +0000 2016,es,N
7.68498E+17,311621119,@PattyCavallone Para los chicos es mil veces más fácil donar que para las chicas,Wed Aug 24 17:20:01 +0000 2016,es,NEU
7.68498E+17,313205473,lo malo es que faltaba su mid y acabaron haciendo remake,Wed Aug 24 17:19:20 +0000 2016,es,N
7.68498E+17,248183331,@Diego_FDM @el_pais La noticia perfecta para #NotasDelMisterio,Wed Aug 24 17:18:16 +0000 2016,es,P
7.68479E+17,1400169752,Hoy toca escuchar a #MiguelRios con otros grandes artistas...  #Insurrección...,Wed Aug 24 16:04:24 +0000 2016,es,P
7.68478E+17,487779914,El Espanyol interesado en Aktí Mel para reforzar su defensa esta temporada. Llegaría por 2 millones del L-Casei Imunitas griego,Wed Aug 24 16:02:03 +0000 2016,es,NONE
7.68506E+17,3020614846,@Iluminaughty_ @Spiegel_Spike_ pues me da igual  yo escribo lo que pienso ^^ y cuando lo pienso ajajaj si es que lo pienso,Wed Aug 24 17:52:12 +0000 2016,es,NONE
7.68471E+17,1946666606,"@miguelagaiteiro @cultrun @lozanoirene Si hay que pecar de algo, que sea de ser buena gente!",Wed Aug 24 15:31:49 +0000 2016,es,P
7.6847E+17,130906485,"@JuakyB me quedo tranquilo entonces, pero iré mirando la opción del coche",Wed Aug 24 15:30:12 +0000 2016,es,P
7.68469E+17,311064777,Mi puto novio me ignora y quiero saber si hay un chino cerca de la biblioteca,Wed Aug 24 15:25:57 +0000 2016,es,N
7.6852E+17,564946577,He salido de casa sin ir al baño y me estoy meando como una persona mayor,Wed Aug 24 18:46:30 +0000 2016,es,N
7.68516E+17,3369044926,"@ferdiazgil @FranDguez sí, lo he leído ese templo grande es el que he puesto en IG. Ha perdido su parte superior y está inaccesible",Wed Aug 24 18:30:12 +0000 2016,es,N
7.68515E+17,176776564,"@AdriMarinaB Así me gusta, cada cosa a su CCAA. Así dejamos de cargar las culpas a nuestra querida nación.",Wed Aug 24 18:28:10 +0000 2016,es,N
7.68494E+17,1086964045,"@ManudeOrleans pues yo no hay manera, y eso que tengo recuerdo lejano y de stats tengo una media de 69-70",Wed Aug 24 17:02:54 +0000 2016,es,N
7.68494E+17,521551767,"@pobrezacero @nuevatribuna @ruthtoledano @FelipeAlcarazM @carlosbardem @carnecrudaradio @agarzon @cayo_lara Vamos mal, no... peor",Wed Aug 24 17:02:07 +0000 2016,es,N
7.68493E+17,11259252,"@lonchbox aaahm bueno, disfruta la vida por esos lares, yo me vuelvo a Rusia en breve",Wed Aug 24 16:58:28 +0000 2016,es,NEU
7.68517E+17,260905241,Silvia pesada deja de dar rt que me sale doble notificación,Wed Aug 24 18:35:04 +0000 2016,es,N
7.68495E+17,2884329892,"@NeithanWolf @Cinefila_91 @Cinedepatio @SensaCine ""Resultad Sobrevives"" lo de estar loco funciona",Wed Aug 24 17:08:15 +0000 2016,es,NEU
7.68495E+17,241257094,"@concht1 pero nos hemos desmovilizado, Concha. Nosotros/as solas dejamos las calles. Así nos va  @CiudadanosCs",Wed Aug 24 17:06:52 +0000 2016,es,N
7.68521E+17,335657700,en realidá é algo duro de asimilar ni el alcohol me ayuda,Wed Aug 24 18:51:35 +0000 2016,es,N
7.68521E+17,7200582,@Boardgametotal los ábacos si están permitidos. Sobre todo porque la mayoría no saben usarlo,Wed Aug 24 18:50:18 +0000 2016,es,N
7.68492E+17,13005752,@beautyblog_es @isasaweis @_ANAMILAN_ ohhhhh eso tiene que ser muy divertido  me imagino que los hombres están vetados no?,Wed Aug 24 16:54:39 +0000 2016,es,P
7.67473E+17,2751683985,tio os quiero mil a los que me habéis hablado,Sun Aug 21 21:27:51 +0000 2016,es,P
7.67537E+17,326311057,"Había un hombre en la calle. Estornudó y yo desde la ventana le he dicho ""salud"" Me miró mal y siguió caminando",Mon Aug 22 01:40:49 +0000 2016,es,N
7.67531E+17,1459952646,"Me veis en persona, no me saludais y luego me hablais para decirme que me habeis visto",Mon Aug 22 01:18:59 +0000 2016,es,N
7.67531E+17,3323605979,"@BlasAuryn si es que no puedo olvidar cuando te viii, imposible. Que resumiendo, no te puedo olvidar  y no lo haré jamás chiqui",Mon Aug 22 01:18:53 +0000 2016,es,P
7.67693E+17,241257094,@Garcaterra estoy total y absolutamente desesperanzada  @ahorapodemos,Mon Aug 22 11:59:16 +0000 2016,es,N
7.67692E+17,377411023,"@Sorayita_push Bien bien, si estan celebrando un cumpleaños, si todos nacieron el mismo dia hahahahahahha al menos son dos capítulos",Mon Aug 22 11:57:47 +0000 2016,es,P
7.677E+17,224268173,"@Betvs_19 cucha, una independentista escribiendo en español!! Por muy del Barça que soy, te vas a buscar la vida  grassias.",Mon Aug 22 12:28:57 +0000 2016,es,N
7.67699E+17,936731431,Porque son tan manipulables los pequeños ? Y porque no ven a su padre igual que a su madre ? Triste,Mon Aug 22 12:24:55 +0000 2016,es,N
7.67699E+17,1478152297,@ApoyoCR7 Muy chulas esas gafas Paula  Y lo de guapa es talento innato tuyo :,Mon Aug 22 12:24:45 +0000 2016,es,P
7.6773E+17,106488518,"@DiegoPajaron @miguel_prat dicen que tira pa, san Mateo ahora Jaaja",Mon Aug 22 14:27:02 +0000 2016,es,NONE
7.67726E+17,435287215,Esta tarde me voy a comprar un juego que estuve esperando muchísimo tiempo... posiblemente lo suba esta tarde-noche  Yoshi aparece,Mon Aug 22 14:11:28 +0000 2016,es,P
7.67726E+17,2375551268,"Qué depresión me entra, de seguro gana gente que solo dio RT porque sí, por probar suerte y no verdaderos fans",Mon Aug 22 14:10:25 +0000 2016,es,N
7.67725E+17,1598745216,"Gracias Victorerubio por recomendarme el seguimiento de @MandalaBeach. Artistas de talla internacional, monólogos y musica en directo",Mon Aug 22 14:09:29 +0000 2016,es,P
7.67728E+17,414042522,@RyFsw jajajaja.... eso es una indirecta  preparate #F que quiere reformar el baño,Mon Aug 22 14:20:44 +0000 2016,es,N
7.67727E+17,2221463928,WORK FROM HOME!! Sería espectacular y poder verlas más!  #ConMTVal727Tour,Mon Aug 22 14:17:41 +0000 2016,es,P
7.67727E+17,291674136,"Esta bien tener hermanos, siempre y cuando uno de ellos no decida ser subnormal perdido",Mon Aug 22 14:17:33 +0000 2016,es,N
7.67732E+17,106488518,@DiegoPajaron @miguel_prat doble sub-campeón de Europa  algo es algo jaja,Mon Aug 22 14:34:50 +0000 2016,es,P
7.67731E+17,2192359777,@LuisFBonilla @isabelsevilla9 @adirecto @peichsantana Ole los buenos almerienses!!!! Mil besitos!!!!,Mon Aug 22 14:33:14 +0000 2016,es,P
7.67731E+17,88470290,@ToniThrowdown ahora tengo un dilema. Ayúdame Toni Y en 3DS porque me salió a 25 euros nuevo https://t.co/2bSRMWnrZ5,Mon Aug 22 14:31:57 +0000 2016,es,NONE
7.6773E+17,993966698,lo mejor es que son conversaciones normales y corrientes sin ningún ánimo de ligar pero  simplemente porque no se ligar,Mon Aug 22 14:29:12 +0000 2016,es,NEU
7.67724E+17,930030337,@DieRaposa @DrXaverius y otros biólogos como él se sentirán complacidos. ¡Mola mucho!,Mon Aug 22 14:02:41 +0000 2016,es,P
7.67733E+17,3107794624,"Estás haciendo MUY feliz a todo mi tl,yo también quiero que me sigas  @BlasAuryn",Mon Aug 22 14:41:21 +0000 2016,es,P
7.67733E+17,7.14623E+17,"@iruri gracias, ya eran necesarias tras un duro año de trabajo  ¿has cogido tú ya?",Mon Aug 22 14:40:40 +0000 2016,es,P
7.67733E+17,1195355808,"@MrMedra ay, joder, que resulta que es completamente vegana. Pues ya no me la compro.",Mon Aug 22 14:39:43 +0000 2016,es,N
7.67751E+17,3007795841,"@JeCaSWords @Humoryfotos El tuit va acompañado de una foto que quiere decir lo contrario, SÍ es sarcasmo",Mon Aug 22 15:51:44 +0000 2016,es,NONE
7.68071E+17,4180911,"@edortaramirez un click más, scroll y a veces el usuario se queda un poco colgado sin saber bien lo que tiene que hacer",Tue Aug 23 13:03:34 +0000 2016,es,N
